Latitud,Longitud ,categoria,area,area_constr
-11.991148,-77.07817,2,240.00,659.19
-18.0038186,-70.2315948,1,35.92,95.48
-9.929336,-76.240473,2,4305.96,10756.84
-12.075817,-76.983761,1,14.31,55.84
-12.008244,-77.104999,5,120.00,53.00
-11.99715,-77.113858,1,16.91,45.45
-12.13409,-76.977202,5,357.80,220.00
-12.114669,-77.038885,5,287.50,290.87
-12.067966,-77.06701,1,31.30,113.13
-12.147401,-77.02244,3,43.81,228.58
-13.708887,-76.201263,2,996.62,1021.10
-12.130169,-76.970165,1,58.80,234.59
-12.08884,-77.024587,1,5.32,95.29
-12.079413,-77.046348,5,125.76,110.00
-12.149461,-76.986385,1,26.68,80.14
-12.129979,-77.031245,4,412.03,0.00
-8.117651,-79.03852,5,302.40,306.51
-12.108421,-76.996552,1,37.09,129.00
-11.92777,-77.05719,1,3.62,50.30
-12.080102,-76.983458,1,14.66,76.49
-16.437432,-71.558337,1,7.19,75.00
-12.059577,-77.128136,5,279.36,240.00
-12.063887,-77.014252,2,28.56,58.03
-9.917241,-76.22883,1,17.57,106.97
-12.052678,-77.02425,2,58.50,303.06
-9.936614,-76.246816,1,31.25,32.04
-12.073365,-76.918233,5,588.84,468.79
-12.024132,-77.005239,2,1560.00,4694.60
-12.081992,-76.96998,5,1063.35,319.13
-11.23444,-74.62942,5,95.00,70.50
-16.381907,-71.514879,1,15.13,65.80
-12.140323,-77.022116,1,4.94,85.86
-12.092427,-76.967128,1,88.40,176.05
-12.082848,-76.989368,1,64.52,64.80
-12.700179,-76.648115,5,164.00,196.66
-12.053418,-77.025435,4,9.83,32.32
-12.123318,-76.974043,1,26.24,143.14
-11.93461,-77.065294,1,31.90,83.00
-12.081281,-77.047845,1,4.88,85.30
-7.469577,-79.527159,4,64600.00,0.00
-11.974874,-76.755747,5,1000.00,257.00
-12.097194,-77.04835,1,35.81,178.95
-8.111766,-79.046489,1,32.97,114.69
-8.111947,-79.015647,2,340.44,1005.00
-12.584985,-76.702574,5,89.37,78.67
-11.933251,-77.064418,1,22.77,86.47
-12.009679,-77.057464,2,30.16,24.00
-12.128124,-76.977514,1,17.21,101.45
-11.937662,-77.066525,1,7.62,86.13
-12.060329,-77.028281,1,32.81,109.79
-12.07974,-76.978804,1,20.02,104.05
-12.102084,-77.011807,1,18.92,151.17
-12.090058,-76.94825,1,44.49,150.76
-12.079194,-76.964778,1,54.19,83.75
-12.118286,-76.999859,1,7.27,75.91
-3.747901,-73.257471,5,72.19,149.23
-16.529144,-71.936304,4,140309.00,358.08
-12.0175256,-77.0591,5,294.00,1165.76
-3.757573,-73.249439,2,135.00,135.00
-12.064133,-76.99821,2,232.02,654.59
-12.093729,-77.045986,1,62.40,162.77
-12.092004,-77.082036,1,6.59,64.55
-11.992225,-77.07301,5,200.00,237.48
-12.106788,-77.016252,3,14.98,203.27
-12.475705,-76.790799,5,296.00,300.20
-12.085962,-77.050443,1,4.22,99.05
-12.100153,-77.002496,5,300.00,232.99
-13.416063,-76.115848,5,5672.76,607.20
-12.013002,-77.088148,1,30.42,127.15
-6.790353,-79.84493,5,229.12,40.00
-12.081288,-77.03616,5,140.00,220.35
-12.087647,-77.083288,1,21.83,83.40
-3.756219,-73.249775,5,121.00,284.23
-12.118163,-76.99326,1,48.45,144.74
-12.064669,-77.018284,1,13.16,45.77
-12.077726,-77.036167,2,28.96,153.15
-12.071111,-77.067075,1,18.00,82.00
-12.20122,-77.011219,1,28.67,63.06
-12.088197,-77.04618,1,10.61,106.24
-11.954111,-76.98128,5,90.00,328.00
-12.083194,-77.08223,1,4.36,75.79
-11.92777,-77.05719,1,5.99,61.80
-12.135657,-77.00616,1,24.35,89.52
-12.105272,-77.005024,1,50.27,152.12
-6.773341,-79.807581,2,122.50,17.85
-12.062399,-75.212321,5,200.00,441.00
-12.17572,-76.978419,2,200.00,574.00
-11.92777,-77.05719,1,3.62,50.30
-12.070923,-77.09193,1,6.38,94.24
-12.089362,-77.028332,1,10.98,105.03
-12.056867,-77.038478,2,5.34,14.42
-11.998909,-77.064568,1,17.70,70.19
-12.056548,-76.941491,1,38.17,100.31
-12.069352,-75.198803,5,95.72,438.47
-11.05346,-75.324128,3,52.50,122.15
-12.072629,-77.02031,1,31.24,108.65
-12.081365,-76.966617,3,16.75,233.00
-13.633904,-72.88,5,301.60,877.40
-9.395309,-77.581404,4,10939.00,2.00
-7.154883,-78.50491,1,16.47,114.59
-8.378483,-74.53993,2,310.00,895.49
-11.997154,-76.879756,4,318.82,0.00
-12.108614,-77.004224,1,30.57,92.82
-12.068802,-77.060617,1,13.37,104.61
-12.180871,-77.00856,1,22.98,72.00
-12.116541,-76.99058,1,22.43,90.50
-12.1083058,-77.033013,1,42.48,175.68
-16.425793,-71.564328,1,48.16,158.09
-12.070199,-77.100007,5,200.00,170.00
-12.108592,-76.98438,1,23.81,120.01
-12.159473,-76.990229,1,36.63,102.02
-12.090898,-77.04426,1,21.09,104.65
-12.083092,-76.976595,1,34.15,137.17
-16.385737,-71.541491,5,178.80,248.00
-12.112654,-76.939673,1,24.52,89.23
-5.17056,-80.634907,5,140.00,230.07
-11.822762,-77.04292,5,97.35,55.59
-12.098833,-76.97803,1,12.98,127.19
-12.11257,-76.978262,1,12.28,119.11
-8.139467,-79.035221,5,70.00,131.82
-12.58113,-76.703513,5,88.45,131.61
-8.387788,-74.539424,2,1157.87,1404.30
-12.043674,-76.981269,5,221.55,190.00
-12.116281,-76.984329,1,31.07,171.62
-5.173093,-80.6101,5,124.31,203.56
-12.014686,-76.983402,1,69.34,113.92
-12.117222,-77.009492,1,13.64,122.00
-12.062014,-77.093562,1,6.42,66.94
-13.634993,-72.889765,2,750.00,671.00
-8.107766,-79.01871,5,230.00,646.88
-12.050031,-75.222227,5,200.00,216.00
-12.007951,-77.08295,2,45.55,158.44
-8.382736,-74.531215,2,500.00,517.27
-12.094658,-77.001833,1,9.64,97.15
-13.409963,-76.129558,5,105.57,252.30
-12.09759,-77.014093,5,193.75,214.01
-11.92777,-77.05719,1,4.47,62.20
-12.119082,-77.004933,1,15.39,89.02
-12.094128,-77.059169,1,5.04,60.77
-6.003167,-77.147476,4,36.54,0.00
-12.1156541,-77.04188,1,20.98,114.10
-12.095582,-76.952359,5,344.47,353.55
-12.074157,-77.034354,2,146.22,212.25
-12.081792,-77.055426,5,500.00,382.07
-8.112576,-79.02029,2,228.00,228.00
-12.063341,-77.049827,5,150.00,145.00
-4.579805,-81.27276,3,56.68,184.87
-12.079362,-77.047277,1,8.63,90.00
-8.397503,-74.581213,2,300.00,410.00
-7.159758,-78.45904,2,583.99,1638.04
-11.902191,-77.034313,1,10.44,42.85
-7.179702,-76.739639,5,300.00,442.00
-5.087767,-81.095199,4,300.00,0.00
-12.035007,-77.09223,1,27.05,93.63
-5.170568,-80.631167,1,158.81,158.81
-12.106088,-77.026816,1,7.05,102.46
-8.11262,-79.023806,2,2.12,9.23
-11.948667,-77.089889,5,120.00,165.82
-12.094516,-77.067035,1,15.31,92.72
-5.164952,-80.67173,5,122.74,178.80
-12.194672,-76.92172,5,302.69,80.00
-12.503432,-76.777724,4,2904.03,0.00
-11.935287,-77.065435,1,27.60,97.92
-12.096587,-77.050573,1,46.22,244.40
-18.004977,-70.244357,2,16.44,19.06
-12.782816,-76.59463,5,330.00,264.54
-8.408393,-74.580071,5,192.00,186.46
-12.0907,-77.04584,1,23.89,90.40
-12.120437,-76.991848,1,46.67,186.00
-12.080963,-77.053118,1,29.28,56.39
-8.114205,-79.015762,2,864.90,954.90
-12.07879,-77.034941,1,3.91,85.00
-12.15012313,-77.01931,1,16.24,84.73
-12.024638,-77.03716,5,57.05,197.95
-12.065078,-76.962097,1,44.80,141.80
-14.080251,-75.724896,5,1189.25,442.80
-12.117501,-77.004499,1,15.14,110.84
-11.980709,-77.077022,5,105.00,99.00
-12.083229,-77.08232,1,4.37,75.92
-12.036472,-77.074472,1,16.03,41.82
-4.95647,-80.70066,4,266800.00,11891.07
-7.238997,-79.406276,5,77.04,74.65
-12.12683,-77.03388,1,10.61,150.00
-12.098945,-76.775394,5,1169.00,340.06
-12.045836,-77.038652,2,72.00,93.37
-8.131151,-79.039916,1,9.16,119.52
-12.173933,-77.020243,1,104.32,207.19
-8.190132,-76.533254,2,2430.00,184.00
-12.142433,-77.000689,1,85.44,171.50
-12.089815,-77.039288,1,28.30,73.83
-8.375571,-74.549987,5,293.50,408.00
-12.032363,-76.946165,5,73.93,196.26
-12.11387,-76.992415,3,4.86,118.31
-12.075204,-77.038419,1,8.14,85.00
-3.756789,-73.249896,5,184.17,311.55
-12.030724,-77.025489,1,10.09,70.20
-5.952427,-77.126625,4,118300.00,2.00
-12.07143,-77.037533,1,4.00,80.07
-12.075975,-76.965533,5,1070.00,360.23
-12.128872,-76.975524,1,17.28,120.19
-12.066569,-77.01771,1,20.00,57.42
-12.076304,-77.090798,3,8.74,87.80
-12.08458,-77.062843,1,20.72,74.52
-15.52129,-70.110192,2,900.00,900.00
-12.113619,-76.98344,1,189.69,470.56
-12.069436,-77.07194,1,14.60,67.46
-5.163182,-80.682388,5,60.00,27.58
-8.087507,-79.02409,5,75.51,140.00
-12.081961,-77.089272,1,29.62,94.95
-4.986063,-80.697704,4,90000.00,2.00
-9.927545,-76.245074,1,15.45,87.83
-11.934159,-77.08296,1,20.20,87.10
-9.940024,-76.261339,5,278.76,242.76
-5.156326,-80.624821,1,557.74,419.33
-12.021576,-77.09426,2,96.00,384.00
-12.336806,-76.819273,1,25.92,93.10
-12.0668264,-77.0673,5,160.00,208.04
-11.951406,-77.092325,1,30.88,72.62
-11.2488202,-77.3968354,2,1240500.00,42171.80
-6.486602,-76.363042,5,205.44,300.00
-12.07232,-76.95232,1,9.58,100.00
-12.05063,-77.072997,5,300.00,400.00
-13.423596,-76.116337,5,108.00,54.23
-12.126114,-76.972944,1,40.58,140.00
-12.107626,-76.96367,1,26.03,113.19
-12.117322,-76.981166,1,109.54,297.99
-16.4319173,-71.50903,1,20.53,91.02
-12.119521,-77.022655,1,3.24,50.78
-12.7261795,-76.6232792,4,188.89,236.67
-8.092678,-79.004382,5,159.24,383.86
-11.913357,-77.029529,5,200.00,388.00
-12.012971,-77.088135,1,26.55,127.15
-12.176275,-77.016811,1,12.32,74.56
-13.716108,-76.21021,5,99.90,123.35
-16.425043,-71.512459,4,251.75,395.00
-8.094126,-79.053658,1,30.78,92.09
-12.081281,-77.047845,1,5.05,88.27
-12.121262,-77.003336,1,14.28,62.09
-12.102218,-77.060743,1,54.73,244.59
-12.091573,-76.935227,5,1031.13,601.50
-12.132504,-77.027874,5,337.75,216.11
-12.128131,-77.01655,1,142.40,253.40
-12.102153,-76.964218,1,17.48,167.19
-8.401804,-74.580571,2,61915.03,1058.91
-9.912868,-76.228805,5,147.00,114.00
-12.072675,-76.949131,1,26.18,90.91
-12.07007,-77.05216,1,7.75,90.50
-12.051756,-77.056674,1,12.65,73.40
-6.478296,-76.392101,4,139.00,0.00
-6.770324,-79.841,2,196.70,180.68
-17.994585,-70.253124,2,55.29,144.24
-12.083222,-77.044028,1,11.69,43.70
-8.383889,-74.534796,2,224.40,782.90
-12.117833,-77.033028,1,7.13,86.82
-3.755214,-73.252008,5,72.00,68.00
-12.048756,-75.187871,5,161.81,66.30
-12.58113,-76.703513,5,89.28,131.61
-6.489362,-76.35588,5,215.49,168.16
-12.082344,-76.992945,5,220.00,251.00
-12.106594,-77.038435,3,4.26,78.22
-12.12737,-77.032936,1,19.51,93.40
-12.008217,-77.078882,5,159.59,631.20
-12.119348,-77.031286,1,13.77,133.48
-16.40771,-71.553544,1,13.71,60.76
-12.1128425,-76.969779,1,78.43,243.26
-12.11459,-77.024846,1,66.32,88.06
-12.334,-76.829748,5,448.80,403.17
-13.066443,-76.36099,4,132.30,100.21
-11.953713,-77.045033,5,253.45,280.00
-12.116956,-76.978567,1,52.80,249.13
-12.109647,-76.968425,1,9.39,105.46
-12.128995,-77.03413,1,15.93,137.00
-12.073366,-76.968546,5,1290.00,465.85
-12.007121,-77.10225,1,28.51,91.08
-12.706441,-76.638498,5,200.00,160.00
-11.528228,-77.280878,4,37421.00,100.00
-12.1287,-76.978523,1,44.10,156.87
-12.093991,-77.032829,1,11.59,89.42
-12.081201,-77.01483,5,200.00,300.00
-12.221146,-76.936097,5,140.00,359.07
-12.121326,-76.989547,1,38.21,157.94
-12.104782,-77.025851,1,12.62,99.08
-6.939267,-76.76937,4,258.80,2.00
-16.401424,-71.528741,2,10.48,36.45
-12.086928,-77.093282,1,10.92,102.44
-12.123335,-77.0119,5,157.50,465.00
-12.103668,-76.974373,1,60.03,243.37
-12.138548,-77.017667,1,4.34,83.04
-12.068806,-77.047552,1,12.34,78.04
-12.074475,-77.113931,1,25.03,118.27
-12.176194,-77.016771,1,10.85,71.93
-6.794809,-79.853983,5,240.00,181.18
-12.110928,-76.977577,1,16.44,151.58
-13.535067,-71.901985,1,9.30,70.50
-3.746863,-73.264426,5,164.90,120.00
-6.772342,-79.83865,3,39.15,170.22
-11.935287,-77.065435,1,13.60,71.00
-12.101424,-76.991049,1,18.81,106.52
-12.096907,-77.057719,1,8.64,97.69
-12.135652,-77.000024,5,119.97,184.26
-12.118268,-77.000045,1,18.16,73.84
-16.424743,-71.49188,5,276.50,369.10
-12.141486,-76.986471,1,34.15,101.29
-12.111321,-76.99875,2,106.12,159.96
-12.112404,-77.014408,1,1.95,42.35
-13.271876,-72.18472,4,2125.00,0.00
-12.060587,-77.02668,2,747.54,154.48
-12.133065,-77.008695,1,41.12,124.96
-12.187785,-77.008049,2,409.08,540.00
-12.0894593,-77.0290387,1,3.05,53.27
-11.92777,-77.05719,1,4.47,50.20
-6.783118,-79.837339,1,8.91,85.20
-12.108974,-77.038641,2,4.58,39.86
-12.078186,-76.973871,5,1000.00,604.95
-13.160917,-74.21058,5,313.50,920.00
-12.099584,-77.009211,1,17.99,109.53
-9.115727,-78.506701,5,108.00,52.00
-3.745042,-73.250268,4,366.27,0.00
-11.99926,-77.007856,1,17.93,86.46
-12.03677,-76.955728,5,133.56,215.00
-12.088431,-76.994003,5,342.20,464.20
-12.779808,-76.596863,5,180.00,151.61
-8.381969,-74.535055,2,262.50,310.00
-12.117365,-76.990664,1,29.22,104.70
-11.92777,-77.05719,1,3.62,50.30
-12.074504,-77.052633,1,68.11,119.79
-12.070753,-76.949354,1,31.36,67.14
-12.093199,-77.061856,2,642.10,1963.00
-12.086622,-77.08489,1,26.41,91.86
-12.095731,-77.051218,5,315.00,487.37
-12.205296,-76.936762,5,190.00,290.00
-11.862622,-77.055681,5,41.63,62.14
-12.013489,-76.985905,1,32.04,61.13
-12.083229,-76.992463,5,159.56,374.00
-12.132021,-77.007042,1,19.56,114.11
-12.065033,-77.04986,1,9.42,62.75
-12.07196,-77.063702,5,212.20,200.00
-11.96434,-77.084094,2,1363.00,61.72
-12.09345,-77.067182,5,152.95,142.95
-12.200466,-77.005379,1,32.07,79.46
-12.053786,-77.026772,2,4.08,17.40
-12.125249,-77.020305,1,49.06,294.82
-12.118487,-77.017318,1,4.23,80.98
-12.141176,-77.001504,1,62.58,97.89
-12.071618,-75.213988,3,11.04,48.00
-12.047928,-75.226937,5,250.00,319.85
-12.1039933,-76.9668073,1,21.07,104.16
-12.1078602,-76.963386,1,37.07,106.46
-12.128938,-76.976028,1,13.70,94.60
-12.085082,-77.058198,1,12.56,70.70
-12.076131,-76.983842,5,155.31,278.00
-12.114789,-77.03838,1,18.19,120.00
-12.384551,-76.784031,2,433.80,523.32
-11.572156,-77.26175,4,10244.00,190.00
-12.045931,-77.022346,5,165.50,900.00
-12.117058,-77.023974,1,13.54,73.10
-12.118518,-77.01801,2,101.44,104.60
-12.108455,-77.044776,1,65.87,340.83
-11.68157,-76.890137,4,12172.00,878.00
-13.532374,-71.943279,2,1350.00,364.28
-12.467834,-76.790018,5,374.86,460.00
-12.084001,-77.051668,1,3.24,62.00
-3.753687,-73.248631,2,26.33,166.75
-12.081507,-77.03682,2,169.91,250.00
-12.099933,-76.993412,1,16.89,132.06
-3.73519,-73.249188,2,92.00,168.00
-12.101353,-76.974677,1,46.60,202.63
-9.072201,-78.60547,5,250.00,283.05
-12.089362,-77.028332,1,9.35,89.42
-12.126509,-76.995517,1,26.82,119.62
-12.080649,-77.072762,5,246.95,570.48
-12.162864,-77.023327,1,5.28,72.11
-12.101025,-77.013439,1,19.62,153.55
-12.078527,-77.04261,1,5.11,80.02
-12.076611,-77.019512,5,49.41,126.00
-12.090752,-76.981848,5,625.00,613.85
-12.121941,-77.004544,5,160.00,213.54
-11.931153,-77.059391,1,4.68,61.05
-12.07385,-77.05258,1,5.70,113.99
-12.080452,-77.107194,1,9.73,61.75
-9.936127,-76.250153,2,205.10,185.70
-12.089549,-77.08442,1,5.49,66.85
-6.783881,-79.844457,5,172.00,201.40
-12.1157397,-77.0293791,1,14.52,163.86
-11.948002,-77.1003,4,287740.00,480.00
-12.056837,-77.047266,1,23.54,81.88
-12.067755,-77.07463,1,16.52,72.36
-12.228057,-76.914925,5,97.50,260.49
-12.038148,-76.957658,5,160.00,336.82
-12.094397,-77.07433,1,12.80,68.38
-12.11182,-76.978466,1,17.14,123.42
-11.98808,-77.09339,1,43.95,64.54
-12.115248,-76.998492,1,11.90,70.57
-11.996021,-77.078111,5,200.00,550.00
-12.089738,-77.081082,5,28.08,48.84
-12.133158,-77.0217,1,7.31,143.22
-12.069032,-77.01782,2,20.37,159.41
-12.070624,-77.076265,1,33.21,72.50
-12.089151,-76.985921,5,303.60,180.60
-3.743259,-73.255202,2,158.08,131.46
-12.102269,-76.963826,1,30.33,157.00
-12.053931,-75.19962,1,19.63,93.08
-12.111728,-76.989044,3,19.39,269.77
-11.419032,-75.68879,5,763.16,1283.48
-12.086992,-76.99329,3,17.42,61.00
-12.098208,-76.96748,1,39.34,113.87
-12.114373,-77.00345,1,12.44,87.38
-11.853394,-77.066144,2,208.80,950.00
-18.01836,-70.243908,4,811.18,37.37
-12.053134,-77.037524,3,280.52,2234.23
-12.085688,-77.004995,1,12.56,42.00
-12.022974,-77.104865,2,8.99,37.54
-9.918135,-76.230295,5,68.00,119.00
-13.53451,-71.956786,5,160.00,448.00
-7.664368,-79.396837,4,285000.00,2.00
-12.05225,-77.115917,1,6.82,65.26
-16.429769,-71.517836,1,42.07,99.22
-12.095028,-77.048274,1,31.34,266.86
-13.523645,-71.94651,1,27.13,155.52
-12.1245224,-76.98796,1,49.07,178.50
-12.068692,-77.047704,1,5.39,75.01
-12.112201,-76.987275,1,116.20,253.73
-8.095077,-79.043674,1,37.65,98.22
-12.109352,-77.031202,1,17.74,109.50
-12.076764,-77.075948,1,55.14,191.08
-12.059733,-77.135093,2,138.45,369.00
-12.071634,-77.04294,1,8.55,96.60
-12.126076,-77.031425,1,0.00,89.82
-12.114961,-76.981475,1,56.58,308.10
-13.41303,-76.132242,5,962.71,782.56
-12.076331,-77.09095,3,5.12,51.46
-12.116075,-77.0001,1,12.36,77.50
-12.113822,-77.034369,2,366.00,340.00
-11.931685,-77.059962,1,6.98,72.80
-12.110985,-76.961887,5,396.00,182.00
-4.575575,-81.27119,5,158.40,158.40
-8.125873,-79.023999,1,30.52,86.48
-12.101768,-77.011577,1,16.15,112.35
-11.844248,-77.101158,5,1375.00,112.00
-12.057401,-77.095395,4,250.00,0.00
-12.143651,-77.012367,1,9.56,74.82
-12.0943129,-77.050412,1,13.40,132.50
-12.088965,-77.059042,1,8.99,106.98
-12.092897,-77.061377,3,8.96,225.97
-16.373752,-71.562233,1,20.03,81.07
-12.08837,-77.059107,1,17.70,107.71
-5.178547,-80.609392,5,120.05,154.70
-3.802402,-73.310134,4,95134.50,400.00
-12.022577,-76.898858,1,24.86,77.19
-12.108559,-76.979599,1,45.24,191.74
-12.126142,-77.031105,1,11.35,159.15
-10.337586,-76.182435,5,880.00,168.00
-12.078805,-77.017664,5,60.50,227.00
-12.067031,-77.01362,2,1.33,13.89
-16.42032,-71.570407,4,144.00,257.99
-12.104133,-77.015175,1,35.13,184.92
-12.106298,-76.996535,5,300.00,331.37
-11.256314,-74.641932,5,163.60,258.60
-12.085664,-76.770836,5,1130.00,283.30
-12.083501,-77.03594,3,5.11,102.40
-8.12155,-79.04348,1,20.91,90.93
-13.108824,-76.35287,4,67300.00,135.00
-12.017967,-76.879477,5,148.20,137.50
-12.140912,-77.016871,1,10.67,37.12
-12.088474,-77.046694,5,110.00,157.50
-12.054859,-77.093966,5,312.50,206.80
-13.140944,-74.227222,5,46.45,92.90
-11.964962,-77.060992,1,48.95,123.37
-12.128307,-77.019649,5,241.45,397.61
-12.07095,-77.117087,5,130.00,212.74
-12.104033,-76.939414,1,53.91,125.05
-14.0674,-75.731707,3,21.87,76.06
-12.045249,-77.024356,2,11.38,49.46
-11.247605,-74.63559,5,250.00,290.00
-12.087146,-77.043217,1,5.20,94.98
-12.153112,-77.019812,1,16.60,75.03
-11.970083,-77.000634,5,201.00,390.06
-12.106114,-76.942503,1,40.50,124.61
-16.442054,-71.52876,2,519.20,81.00
-12.078892,-77.044571,1,39.21,96.61
-5.17446,-80.62639,5,466.80,574.52
-7.152508,-76.658396,4,258000.00,0.00
-12.117482,-77.031535,3,9.38,106.59
-12.067249,-77.012627,2,0.31,3.50
-12.059057,-77.12984,2,336.40,492.40
-12.12903,-77.00965,5,265.23,310.91
-12.081636,-76.989398,5,165.76,336.00
-16.371893,-71.552735,1,33.37,87.93
-12.070374,-77.044352,1,84.26,129.83
-12.152196,-77.023277,1,74.12,196.70
-12.08962,-77.08267,1,16.81,119.99
-12.051366,-77.05735,1,8.90,71.17
-12.16154,-76.981108,5,160.00,241.84
-6.7856658,-79.8837795,5,128.00,112.63
-12.143651,-77.012367,1,20.48,91.63
-11.913748,-77.027251,5,200.00,270.00
-7.161614,-78.51391,5,645.00,1164.94
-12.127275,-77.026509,1,11.35,94.56
-3.751585,-73.245357,2,480.95,1206.32
-12.089815,-77.039288,1,29.89,171.53
-12.096266,-77.00931,1,19.78,97.68
-12.053489,-76.94999,1,39.94,138.93
-12.192972,-76.96035,1,24.19,106.09
-16.410324,-71.568261,5,410.35,234.00
-11.979123,-77.071815,5,160.16,311.19
-12.077067,-77.044545,1,25.70,73.64
-12.140666,-77.00081,5,106.12,104.72
-12.07994,-77.04774,1,4.87,77.22
-8.107969,-78.999789,5,2000.00,391.05
-12.089751,-77.028218,1,5.13,46.94
-12.217156,-76.953688,5,140.00,182.74
-8.111343,-79.04706,5,181.40,398.95
-11.967026,-77.008769,5,90.00,229.24
-11.824241,-77.039706,5,76.25,99.61
-12.122096,-77.025862,1,15.65,96.64
-12.070239,-77.05218,1,7.75,88.09
-12.18778,-77.00799,2,409.08,536.08
-12.047813,-77.04392,1,25.23,75.69
-12.095955,-76.992247,5,265.50,400.47
-14.097316,-75.720622,5,81.00,129.20
-13.523487,-71.982293,5,175.00,416.90
-12.089837,-77.0003,5,300.00,412.00
-12.091119,-76.973419,3,8.01,125.43
-12.069045,-77.06754,1,16.67,94.00
-16.406907,-71.597861,2,6481.00,2309.61
-12.08585,-77.079637,1,62.05,83.72
-12.090524,-77.079121,1,20.48,77.72
-12.126266,-77.025052,2,436.87,4804.14
-12.018699,-77.05169,5,160.74,342.00
-15.842814,-70.029,1,15.79,68.64
-11.852513,-77.067656,1,38.90,62.78
-12.034414,-77.038108,2,235.27,141.80
-12.101495,-76.970413,2,133.78,349.00
-12.072548,-77.042772,1,9.76,73.15
-13.17229,-74.208162,2,1102.87,2323.12
-8.111307,-79.002776,5,67.93,109.94
-12.126744,-77.033902,1,10.56,125.98
-11.247695,-74.63746,2,291.70,631.93
-11.952017,-77.083384,5,120.00,83.65
-12.092911,-76.991119,1,30.84,93.20
-8.186737,-76.522574,2,763.69,270.00
-12.169536,-76.96907,1,11.74,66.44
-12.164785,-76.965867,1,27.06,63.30
-12.019302,-76.874769,1,17.71,77.01
-16.393215,-71.52683,3,155.63,250.00
-12.143651,-77.012367,1,9.21,72.11
-12.116677,-76.979211,1,42.77,163.15
-12.122328,-76.993013,1,43.43,206.57
-6.768626,-79.837796,2,411.48,733.64
-12.092077,-77.0704,1,58.49,162.26
-12.097192,-77.049965,1,47.29,195.00
-12.108849,-77.040195,1,19.32,124.87
-12.117067,-77.043035,1,42.38,110.55
-12.134588,-76.99177,1,28.72,159.30
-12.06113,-76.94132,3,160.00,362.00
-6.774157,-79.8367,4,351.76,8.00
-11.083671,-77.57774,4,932.00,0.00
-12.087939,-77.067257,1,14.95,77.50
-12.092136,-77.071155,1,42.53,94.81
-7.171514,-78.492647,5,117.67,157.70
-12.11705,-77.002401,1,11.99,77.29
-12.128393,-76.995362,3,310.00,455.88
-9.474064,-77.536548,5,117.65,108.00
-12.058621,-76.945588,1,32.92,85.88
-13.069486,-76.361055,1,119.00,112.97
-12.072973,-76.914912,5,491.60,194.41
-5.892715,-76.106229,2,358.48,192.65
-12.093623,-77.078879,1,11.46,120.06
-6.484085,-76.385694,5,187.70,176.10
-11.453034,-77.25728,5,981.00,438.01
-12.020372,-77.093806,5,160.00,342.05
-12.761829,-76.608582,5,200.00,185.25
-12.103174,-77.011853,1,43.03,189.06
-12.053709,-77.046804,1,15.94,61.54
-12.118369,-77.044316,1,3.89,85.96
-12.089809,-76.97157,5,350.20,329.22
-12.07657,-77.052479,1,20.49,94.61
-11.926464,-77.057946,1,3.62,50.30
-12.073409,-75.214049,3,4.40,54.84
-12.133882,-76.994394,1,22.62,104.00
-11.979611,-77.069732,1,16.93,58.87
-18.028913,-70.256005,4,120.00,158.00
-12.089782,-77.071071,1,4.26,70.00
-12.050851,-75.212488,5,165.75,185.30
-3.571045,-80.456801,5,256.50,292.00
-12.10944,-77.04099,1,40.36,294.50
-14.06625,-75.737272,5,80.66,117.59
-12.118521,-77.017519,1,12.15,84.59
-16.374836,-71.51395,5,361.65,177.00
-12.114336,-77.002184,1,5.16,40.35
-12.093568,-77.043514,1,6.18,81.11
-13.525576,-71.955183,1,10.79,93.80
-12.093965,-76.988429,1,36.94,98.25
-12.123052,-76.97561,1,19.46,135.35
-12.08726,-77.08415,1,5.38,74.00
-12.029365,-77.03597,1,125.00,211.80
-12.050049,-76.97699,4,209.50,255.00
-12.074882,-76.986646,1,33.48,98.24
-12.057473,-77.070197,5,72.10,129.87
-12.097019,-77.062115,1,49.35,130.66
-8.0976961,-79.0501815,4,470.80,0.00
-8.114204,-79.034703,2,291.60,279.00
-12.118956,-77.034178,1,4.81,92.34
-12.089751,-77.028218,1,14.93,74.99
-12.063694,-77.073934,1,25.55,88.86
-11.965641,-76.99926,5,168.00,460.00
-12.13864,-77.025222,1,2.47,44.01
-14.088825,-75.748938,5,107.10,83.99
-12.110739,-77.042772,1,29.47,179.40
-13.531882,-71.96386,1,10.20,79.80
-13.075447,-76.37923,4,271.50,206.01
-12.025534,-77.098633,5,81.90,161.23
-12.093977,-77.062031,1,23.70,110.70
-12.11472,-77.034174,5,201.50,190.00
-8.369406,-74.55414,5,191.95,120.00
-12.024986,-76.981787,2,1785.80,180.00
-11.9686899,-76.744011,2,6005.00,1192.75
-11.556635,-77.27395,5,10148.22,1102.00
-11.525553,-75.895206,2,2216.05,547.72
-5.186278,-80.5913,2,120.00,349.20
-12.100607,-76.995877,3,364.50,642.46
-5.715163,-78.808196,5,184.00,515.20
-12.112374,-76.97838,1,12.21,92.27
-12.000296,-76.921396,3,120.00,220.00
-12.044461,-75.18808,5,97.17,134.54
-16.395383,-71.521674,5,317.80,170.00
-12.089751,-77.028218,1,5.13,46.94
-13.414947,-76.13499,2,88.29,252.87
-12.483157,-76.764086,4,1616.39,0.00
-7.189611,-76.733297,5,226.80,220.56
-12.104014,-77.06007,1,30.30,90.12
